347607,4.59,86
166118,4.50,86
142464,4.73,86
12832,4.83,86
118821,4.65,86
84764,4.66,85
77497,4.75,85
38088,4.74,85
36797,4.73,85
32880,4.73,85
31799,4.51,85
26932,4.52,85
25094,4.86,85
23232,4.65,85
21320,4.55,85
126673,4.80,85
108447,4.58,85
10840,4.91,85
96925,4.58,84
80667,4.75,84
71876,4.57,84
63860,4.83,84
59469,4.79,84
51257,4.65,84
4332,4.54,84
32295,4.63,84
24712,4.56,84
239398,4.71,84
22274,4.51,84
16687,4.68,84
117194,4.60,84
822,4.57,83
71017,4.55,83
63017,4.60,83
44487,4.71,83
43850,4.76,83
33420,4.66,83
26476,4.60,83
105260,4.65,83
77554,4.62,82
61946,4.61,82
58516,4.57,82
47924,4.56,82
47121,4.65,82
38806,4.55,82
3370,4.66,82
25628,4.56,82
22691,4.50,82
149540,4.77,82
104312,4.62,82
88290,4.77,81
80675,4.81,81
63831,4.57,81
52420,4.62,81
51230,4.52,81
43737,4.68,81
28208,4.59,81
11630,4.64,81
99570,4.85,80
74805,4.86,80
71472,4.55,80
50124,4.72,80
47797,4.62,80
384800,4.51,80
13961,4.74,80
84098,4.82,79
71499,4.56,79
41426,4.77,79
31311,4.54,79
29365,4.68,79
28665,4.66,79
2537,4.63,79
221240,4.51,79
140047,4.57,79
113930,4.71,79
113457,4.61,79
103762,4.67,79
69736,4.54,78
64914,4.77,78
59056,4.74,78
40118,4.54,78
214740,4.69,78
124413,4.72,78
115086,4.54,78
110043,4.76,78
67063,4.69,77
59346,4.65,77
2072,4.60,77
120519,4.58,77
69661,4.68,76
67470,4.82,76
54234,4.54,76
49613,4.53,76
32317,4.66,76
25528,4.53,76
24344,4.50,76
23775,4.53,76
214165,4.66,76
145478,4.53,76
139511,4.55,76
138528,4.59,76
8590,4.53,75
85201,4.71,75
83189,4.69,75
64399,4.51,75
59733,4.83,75
45070,4.76,75
32082,4.60,75
192335,4.59,75
168529,4.72,75
90323,4.80,74
87698,4.50,74
84957,4.84,74
77201,4.61,74
75659,4.70,74
63621,4.96,74
515167,4.93,74
48907,4.59,74
42402,4.54,74
41009,4.77,74
30981,4.54,74
2498,4.80,74
244193,4.76,74
211225,4.54,74
157475,4.50,74
13467,4.65,74
119804,4.77,74
105993,4.74,74
1035,4.62,74
94624,4.73,73
88420,4.58,73
71273,4.67,73
61816,4.78,73
53950,4.71,73
53874,4.60,73
33573,4.52,73
221217,4.58,73
16015,4.71,73
155616,4.68,73
154024,4.51,73
119097,4.62,73
90414,4.61,72
78824,4.64,72
77206,4.58,72
60254,4.58,72
49232,4.62,72
38510,4.71,72
27193,4.71,72
25033,4.53,72
23319,4.54,72
230035,4.61,72
18058,4.68,72
157241,4.62,72
12572,4.61,72
92136,4.69,71
88945,4.72,71
79857,4.69,71
41168,4.52,71
283073,4.89,71
27652,4.63,71
154351,4.86,71
148513,4.83,71
146022,4.56,71
13729,4.61,71
104732,4.52,71
69214,4.61,70
55672,4.91,70
53594,4.84,70
495275,4.57,70
40463,4.74,70
34233,4.59,70
31482,4.81,70
31020,4.64,70
29765,4.64,70
24612,4.70,70
18762,4.60,70
17225,4.54,70
17073,4.64,70
169085,4.76,70
15229,4.54,70
125897,4.67,70
113861,4.74,70
111212,4.56,70
110505,4.66,70
103085,4.59,70
102734,4.51,70
97764,4.59,69
8674,4.71,69
39560,4.70,69
37861,4.58,69
241166,4.91,69
21171,4.72,69
166973,4.72,69
125515,4.52,69
116989,4.65,69
109423,4.59,69
105102,4.67,69
99992,4.75,68
98783,4.50,68
79410,4.74,68
77978,4.63,68
73518,4.78,68
64954,4.50,68
61278,4.72,68
46596,4.54,68
31072,4.57,68
22179,4.53,68
190382,4.51,68
186029,4.93,68
73450,4.72,67
40395,4.63,67
37455,4.94,67
32548,4.55,67
254299,4.55,67
207872,4.54,67
20376,4.51,67
19259,4.85,67
187790,4.52,67
18147,4.54,67
15682,4.51,67
14111,4.69,67
124908,4.70,67
91266,4.50,66
83506,4.61,66
81141,4.68,66
73264,4.65,66
60119,4.77,66
56969,4.56,66
4873,4.73,66
47637,4.62,66
45308,4.61,66
299527,4.79,66
294371,4.82,66
2510,4.58,66
222394,4.68,66
21881,4.71,66
193370,4.73,66
188329,4.73,66
137144,4.62,66
118258,4.85,66
97531,4.68,65
94528,4.65,65
91598,4.58,65
88794,4.60,65
81311,4.82,65
80409,4.62,65
63812,4.69,65
52282,4.78,65
45896,4.74,65
44587,4.77,65
38569,4.65,65
37425,4.62,65
35901,4.62,65
31639,4.62,65
3157,4.66,65
29709,4.62,65
246,4.62,65
21284,4.89,65
190135,4.63,65
138062,4.89,65
103243,4.58,65
96499,4.69,64
86644,4.62,64
79431,4.81,64
78707,4.61,64
65423,4.75,64
59917,4.73,64
45348,4.50,64
42126,4.52,64
39554,4.53,64
275854,4.61,64
258508,4.64,64
220870,4.81,64
124807,4.62,64
122838,4.66,64
120835,4.88,64
117412,4.58,64
106467,4.53,64
99966,4.65,63
84345,4.70,63
81284,4.63,63
66929,4.78,63
64320,4.52,63
59776,4.95,63
59553,4.51,63
52267,4.84,63
43397,4.51,63
277668,4.51,63
22080,4.63,63
209398,4.51,63
199612,4.51,63
17475,4.52,63
16110,4.63,63
129615,4.52,63
120444,4.60,63
97096,4.56,62
89007,4.90,62
82594,4.82,62
75568,4.79,62
54517,4.63,62
54305,4.61,62
54184,4.76,62
5297,4.53,62
51501,4.79,62
50669,4.52,62
49446,4.84,62
48494,4.77,62
47819,4.65,62
44263,4.74,62
294481,4.77,62
20713,4.60,62
14988,4.65,62
138317,4.90,62
135894,4.63,62
134437,4.66,62
132511,4.55,62
120351,4.56,62
11756,4.56,62
107440,4.89,62
100417,4.66,62
99247,4.67,61
69429,4.72,61
52469,4.59,61
45246,4.51,61
42905,4.75,61
4065,4.80,61
32639,4.69,61
29828,4.82,61
249731,4.84,61
240456,4.70,61
17978,4.67,61
169307,4.84,61
16702,4.66,61
158532,4.52,61
152116,4.75,61
122412,4.57,61
120810,4.74,61
10117,4.67,61
100315,4.69,61
98844,4.62,60
94520,4.65,60
89725,4.60,60
68491,4.57,60
61726,4.65,60
61070,4.57,60
53516,4.77,60
49595,4.80,60
41463,4.78,60
39097,4.80,60
37037,4.50,60
311434,4.58,60
27188,4.58,60
25446,4.92,60
237823,4.67,60
22210,4.58,60
19952,4.73,60
15968,4.72,60
144195,4.68,60
136550,4.70,60
135281,4.92,60
116887,4.77,60
109163,4.65,60
102909,4.82,60
88735,4.63,59
81251,4.81,59
44124,4.61,59
40879,4.61,59
39864,4.88,59
38607,4.61,59
26389,4.75,59
249492,4.92,59
245490,4.86,59
227257,4.58,59
18725,4.78,59
17764,4.92,59
176192,4.51,59
17588,4.58,59
169571,4.53,59
118477,4.75,59
106899,4.53,59
102843,4.76,59
102620,4.64,59
88437,4.53,58
86940,4.74,58
73973,4.76,58
59900,4.60,58
49813,4.64,58
494438,4.55,58
48331,4.50,58
26162,4.67,58
22941,4.60,58
186432,4.60,58
18487,4.84,58
173284,4.53,58
16859,4.71,58
138239,4.64,58
12709,4.81,58
102677,4.76,58
10096,4.62,58
9533,4.51,57
72774,4.67,57
48217,4.56,57
46509,4.70,57
42038,4.96,57
41575,4.63,57
41169,4.60,57
33130,4.79,57
30949,4.60,57
29569,4.54,57
26076,4.74,57
199955,4.68,57
18124,4.51,57
172804,4.54,57
149120,4.63,57
144728,4.51,57
140213,4.77,57
137007,4.70,57
13526,4.74,57
134775,4.56,57
127269,4.65,57
12662,4.70,57
117281,4.77,57
82770,4.62,56
74608,4.64,56
72124,4.64,56
66258,4.70,56
63131,4.68,56
56276,4.88,56
54266,4.73,56
48014,4.57,56
43936,4.62,56
37563,4.70,56
37409,4.79,56
34510,4.79,56
32783,4.54,56
304705,4.70,56
28559,4.57,56
234672,4.70,56
229860,4.64,56
21726,4.68,56
20892,4.73,56
115809,4.55,56
100594,4.70,56
82132,4.78,55
7417,4.75,55
71085,4.58,55
64235,4.58,55
60981,4.69,55
57790,4.82,55
51803,4.53,55
39331,4.65,55
34569,4.76,55
21033,4.96,55
187260,4.60,55
18157,4.71,55
17398,4.51,55
146036,4.53,55
134655,4.64,55
116996,4.67,55
110686,4.60,55
106872,4.80,55
102506,4.51,55
100626,4.62,55
98345,4.70,54
90136,4.76,54
74388,4.89,54
67949,4.85,54
61800,4.54,54
52284,4.83,54
48158,4.67,54
41848,4.52,54
41672,4.59,54
3579,4.78,54
352996,4.81,54
25502,4.87,54
24154,4.76,54
181870,4.65,54
167914,4.67,54
16587,4.81,54
16432,4.83,54
150046,4.65,54
14059,4.56,54
107268,4.63,54
10205,4.57,54
97023,4.64,53
9029,4.55,53
8507,4.74,53
82944,4.58,53
69213,4.79,53
43332,4.92,53
40654,4.60,53
35932,4.81,53
34601,4.51,53
33113,4.70,53
31062,4.58,53
30082,4.72,53
248495,4.96,53
247601,4.68,53
22542,4.77,53
21178,4.60,53
191946,4.58,53
156331,4.66,53
125195,4.62,53
121799,4.68,53
109741,4.57,53
10958,4.58,53
101027,4.75,53
9032,4.62,52
90003,4.52,52
73679,4.60,52
71101,4.58,52
58047,4.60,52
55309,5.00,52
55282,4.73,52
55255,4.67,52
44906,4.85,52
43826,4.77,52
37027,4.65,52
35620,4.75,52
305221,4.87,52
29829,4.54,52
26846,4.54,52
245649,4.71,52
20984,4.83,52
17582,4.58,52
174041,4.56,52
17253,4.58,52
166309,4.69,52
16512,4.50,52
136977,4.71,52
109454,4.73,52
107639,4.75,52
107621,4.71,52
99909,4.75,51
97085,4.75,51
90322,4.75,51
82288,4.86,51
72608,4.59,51
69753,4.63,51
69202,4.63,51
66984,4.75,51
60160,4.73,51
53909,4.71,51
51405,4.78,51
486267,4.94,51
39444,4.76,51
38532,4.76,51
36634,4.73,51
30004,4.65,51
2267,4.69,51
22526,4.55,51
21887,4.57,51
192282,4.69,51
17232,4.51,51
16733,4.59,51
164107,4.82,51
1600,4.76,51
15826,4.69,51
15658,4.65,51
139885,4.63,51
134153,4.61,51
131436,4.61,51
129353,4.80,51
127262,4.53,51
110079,4.65,51
95988,4.78,50
93914,4.54,50
61382,4.50,50
60052,4.58,50
59083,4.66,50
56748,4.76,50
524863,4.90,50
48490,4.58,50
47106,4.56,50
4292,4.68,50
4218,4.82,50
37143,4.50,50
31163,4.50,50
304604,4.56,50
29842,4.56,50
29185,4.76,50
26901,4.86,50
23686,4.76,50
23495,4.96,50
22133,4.74,50
20907,4.88,50
190906,4.74,50
18597,4.50,50
182040,4.88,50
179877,4.68,50
160379,4.50,50
137037,4.90,50
12436,4.68,50
116610,4.86,50
111652,4.52,50
107575,4.72,50
103679,4.76,50
10155,4.50,50
recipe_id,avg_rating,review_count
